ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
"기타",유아체육,광주,남구,효사랑어린이집유아체육교실-박욱지도자,지적장애,매주 수 11:00~12:00,,20210201~20210228,20210407~20211229
"기타",요가,광주,남구,소화누리요가교실-이수련지도자,지적장애,매주 화  10:00~11:00,,20210102~20210130,20210406~20211228
"기타",뉴스포츠,광주,남구,진월초등학교뉴스포츠교실-박욱지도자,지적장애,매주 목 10:30~11:30,,20210201~20210228,20210401~20211230
"기타",요가,광주,남구,주월건강생활지원센터요가교실-이수련지도자,뇌병변장애,매주 화  13:30~14:30,,20210102~20210130,20210406~20211228
"기타",생활체조,광주,남구,작은예수의집생활체조교실-문아현지도자,지적장애,매주 화 15:30~16:30,,20210102~20210131,20210323~20210228
"기타",뉴스포츠,광주,남구,봉주초등학교뉴스포츠교실-이수련지도자,지적장애,매주 수  10:10~11:10,,20210201~20210228,20210317~20211229
"기타",뉴스포츠,광주,남구,장산초등학교뉴스포츠교실-박욱지도자,지적장애,매주 금 10:50~12:05,,20210102~20210228,20210402~20211231
"기타",뉴스포츠,광주,남구,소화천사의집뉴스포츠교실-이수련지도자,지적장애,매주 목  09:30~10:30,,20210102~20210130,20210304~20211230
"기타",풋살,광주,남구,남구장애인복지관풋살교실-박욱지도자,지적장애,매주 금 14:00~16:00,,20210201~20210228,20210402~20210813
"기타",뉴스포츠,광주,남구,효덕초등학교뉴스포츠교실-이수련지도자,지적장애,매주 금  09:50~10:50,,20210201~20210228,20210402~20211231
"기타",뉴스포츠,광주,남구,무진중학교뉴스포츠교실-문아현지도자,지적장애,매주 수 10:40~11:40,,20210201~20210228,20210310~20211229
"기타",뉴스포츠,광주,남구,희망찬주간보호센터체력증진교실-이수련지도자,지적장애,매주 금  13:30~15:00,,20210102~20210130,20210219~20211231
"기타",뉴스포츠,광주,남구,행촌장애인평생교육원뉴스포츠교실(B반)-이수련지도자,지적장애,매주 목  13:20~14:20,,20210102~20210130,20210318~20211230
"기타",생활체조,광주,남구,발달장애인주간보호시설생활체조교실(A)-문아현지도자,지적장애,매주 수 13:30~14:30,,20210102~20210131,20210317~20211229
"기타",생활체조,광주,남구,소화아람일터생활체조교실(A)-문아현지도자,지적장애,매주 수 15:00~16:00,,20210102~20210131,20210317~20211229
"기타",뉴스포츠,광주,남구,요한빌리지 뉴스포츠 교실 - 정은종지도자,지적장애,매주목 15:00~16:00,,20210102~20210130,20210401~20211230
"기타",짐볼,광주,남구,백운초등학교짐볼드럼교실-문아현지도자,지적장애,매주 목 9:10~10:10,,20210201~20210228,20210401~20211230
"기타",생활체조,광주,남구,라브리주간보호센터생활체조교실-문아현지도자,지적장애,매주 목 10:30~11:30,,20210102~20210131,20210218~20211230
"기타",생활체조,광주,남구,발달장애인주간보호시설생활체조교실(B)-문아현지도자,지적장애,매주 금  10:30~11:30,,20210102~20210131,20210219~20211231
"기타",뉴스포츠,광주,남구,광주선명학교 뉴스포츠 -  정은종지도자,지적장애,매주금 11:10~12:20,,20210201~20210228,20210401~20211230
"기타",생활체조,광주,남구,소화아람일터생활체조교실(B)-문아현지도자,지적장애,매주 금  13:30~14:30,,20210102~20210131,20210305~20211231
"기타",기타,광주,남구,생활체조교실(개인)-문아현지도자,지적장애,매주 금 16:20~17:20,,20210102~20210131,20210219~20211231
"기타",,광주,북구,매곡초등학교뉴스포츠교실 조미경지도자,뇌병변장애,매주 월 1000~11:30,,20210206~20211227,20210405~20211231
"기타",뉴스포츠,광주,북구,오정초등학교뉴스포츠교실 조미경지도자,지적장애,매주 화 10:00~11:30,,20210206~20211228,20210406~20211229
"기타",뉴스포츠,광주,북구,전남대사범대부설고등학교뉴스포츠교실-심광선지도자,지적장애,매주 월 09:40~10:40,,20210101~20210228,20210315~20211220
"기타",인라인스케이트,광주,서구,인라인스케이트교실개인(발달)-심광선지도자,지적장애,매주 목 15:00~16:30,,20210101~20210131,20210107~20211223
"기타",뉴스포츠,광주,광산구,선창초등학교뉴스포츠교실-심광선지도자,지적장애,매주 수 09:50~10:50,,20210201~20210228,20210310~20211222
"기타",뉴스포츠,광주,북구,초록주간보호센터 뉴스포츠교실1-김숙희지도자,지적장애,매주 수 13:30~14:30,,20210102~20210228,20210303~20211228
"기타",뉴스포츠,광주,북구,초록주간보호센터 뉴스포츠교실2-김숙희지도자,지적장애,매주 수 14:30~15:30,,21200102~20210228,20210303~20211229
"기타",뉴스포츠,광주,북구,지적자립센터 뉴스포츠교실-김숙희지도자,지적장애,매주 월 15:00~16:00,,20210102~20210215,20210224~20211228
"기타",뉴스포츠,광주,북구,각화사회복지관 뉴스포츠교실1-김숙희지도자,지적장애,매주 화 13:30~14:30,,20210102~20210215,20210223~20211227
"기타",뉴스포츠,광주,북구,각화사회복지관 뉴스포츠교실2-김숙희지도자,지적장애,매주 화 14:30~15:30,,20210102~20210215,20210223~20211228
"기타",뉴스포츠,광주,북구,연제초 뉴스포츠교실-김숙희지도자,지적장애,매주 월 09:50~11:30,,20210102~20210228,20210322~20211227
"기타",뉴스포츠,광주,광산구,솟대장애인주간보호센터 뉴스포츠교실 1부(김미리지도자),지적장애,매주 화 10:00~11:00,,20210101~20210222,20210223~20211228
"기타",뉴스포츠,광주,광산구,솟대장애인주간보호센터 뉴스포츠교실 2부(김미리지도자),지적장애,매주 화 11:00~12:00,,20210101~20210222,20210223~20211228
"기타",뉴스포츠,광주,광산구,투게더장애인단기보호센터뉴스포츠교실 1부(김미리지도자),지적장애,매주 수 14:00~15:00,,20210101~20210309,20210310~20211229
"기타",뉴스포츠,광주,광산구,투게더장애인단기보호센터뉴스포츠교실 2부(김미리지도자),지적장애,매주 수 15:00~16:00,,20210101~20210309,20210310~20211229
"기타",뉴스포츠,광주,광산구,정광고등학교뉴스포츠교실-허은미지도자,지적장애,매주 월 10:30~11:30,,20210104~20210226,20210308~20211227
"기타",뉴스포츠,광주,광산구,장덕고등학교뉴스포츠교실-허은미지도자,지적장애,매주 수 10:40~11:40,,20210104~20210226,20210.24~20211229
"기타",뉴스포츠,광주,북구,용봉중학교뉴스포츠교실-김재홍지도자,지적장애,매주 월 09:50~11:20,,20210201~20210228,20210322~20211227
"기타",뉴스포츠,광주,남구,봉선중학교뉴스포츠교실-곽민경지도자,지적장애,매주 월 09:40~11:10,,20210201~20210228,20210315~20211227
"기타",뉴스포츠,광주,광산구,대반초등학교뉴스포츠교실-김재홍지도자,지적장애,매주 수 09:50~11:20,,20210201~20210228,20210317~20211229
"기타",뉴스포츠,광주,남구,혜송주간보호센터뉴스포츠교실A반-곽민경지도자,지적장애,매주 월 13:30~14:30,,20210201~20210228,20210315~20211227
"기타",뉴스포츠,광주,남구,혜송주간보호센터뉴스포츠교실B반-곽민경지도자,지적장애,매주 월 14:30~15:30,,20210201~20210228,20210315~20211227
"기타",뉴스포츠,광주,광산구,좋은직업재활센터뉴스포츠교실(A반)-김재홍지도자,지적장애,매주 금 10:00~11:00,,20210104~20210129,20210402~20211231
"기타",뉴스포츠,광주,남구,푸른동산장애인주간보호센터뉴스포츠교실-곽민경지도자,지적장애,매주 화 10:30~11:30,,20210101~20210131,20210316~20211228
"기타",뉴스포츠,광주,광산구,좋은직업재활센터뉴스포츠교실(B반)-김재홍지도자,지적장애,매주 금 11:00~12:00,,20210104~20210129,20210402~20211231
"기타",뉴스포츠,광주,남구,숭의과학기술고등학교뉴스포츠교실-곽민경지도자,지적장애,매주 목 10:00~12:00,,20210201~20210228,20210415~20211230
"기타",뉴스포츠,광주,광산구,월계중학교뉴스포츠교실-기혜지지도자,지적장애,매주 화 9:50-11:20,월계중 뉴스포츠교실,20210302~20210319,20210330~20211228
"기타",뉴스포츠,광주,동구,동산초등학교뉴스포츠교실-기혜지지도자,지적장애,매주 목 10:30~12:00,동산초등학교 뉴스포츠교실,20210302~20210319,20210325~20211230
"기타",뉴스포츠,광주,남구,주월중학교뉴스포츠교실-곽민경지도자,지적장애,매주 금 09:30~11:00,,20210201~20210228,20210416~20210431
"기타",뉴스포츠,광주,남구,우리무지개어린이집뉴스포츠교실-곽민경지도자,지적장애,매주 금 14:00~15:30,,20210201~20210228,20210319~20211231
"기타",생활체조,광주,북구,엠마우스복지관 생활체조교실(1부)-장지원지도자,지적장애,매주 월14:00~15:00,,20210104~20210329,20210308~20211227
"기타",요가,광주,광산구,우산건강생활지원센터_요가교실A_이아영지도자,지체장애,매주 월 14:00~15:00,굳은 근육들을 스트레칭 시켜주며 유연성 증진 및 신체 순환활동이 원할하게 이루어질 수 있는 동작들로 구성하여 어르신들의 신체활동량을 증가시켜주는 활동을 하는 요가교실입니다.,20210104~20210226,20210315~20211227
"기타",유아체육,광주,동구,해냄어린이집유아체육교실(월)-장지원지도자,지적장애,매주 월10:00~11:30,,20210104~20210329,20210308~20211227
"기타",생활체조,광주,동구,행복작업보호장생활체조교실(화)-장지원지도자,지체장애,매주 화10:00~11:30,,20210111~20210330,20210323~20211228
"기타",뉴스포츠,광주,광산구,해맑은어린이집_뉴스포츠교실_이아영지도자,지적장애,매주 화 14:00~15:00,"체육활동을 통한 심폐지구력, 근력, 순발력, 유연성 상승효과로 대근육 조작운동능력의 향상시켜주는 체육교실입니다. ",20210104~20210226,20210316~20211228
"기타",요가,광주,동구,행복재활원요가교실(1부)-장지원지도자,뇌병변장애,매주 화14:30~15:30,,20210112~20210330,20210330~20211228
"기타",요가,광주,동구,행복재활원요가교실(2부)-장지원지도자,뇌병변장애,매주 화15:30~16:30,,20210112~20210323,20210323~20211228
"기타",생활체조,광주,서구,개인여성체조교실(1부)-장지원지도자,지적장애,매주 수10:00~11:00,,20210106~20210331,20210303~20211229
"기타",생활체조,광주,서구,개인여성체조교실(2부)-장지원지도자,지적장애,매주 수11:00~12:00,,20210113~20210331,20210303~20211229
"기타",생활체조,광주,서구,해피라이프생활체조교실(1부)-장지원지도자,지적장애,매주 목10;00~11:00,,20210107~20210304,20210304~20211230
"기타",생활체조,광주,서구,해피라이프생활체조교실(2부)-장지원지도자,지적장애,매주 목11:00~12:00,,20210107~20210331,20210304~20211230
"기타",생활체조,광주,북구,푸른작업보호장생활체조교실-장지원지도자,지적장애,매주 목14:00~15:00,,20210107~20210325,20210325~20211230
"기타",생활체조,광주,서구,시영종합사회복지관생활체조교실-장지원지도자,지체장애,매주 금11:00~12:00,,20210115~20210326,20210305~20211231
"기타",생활체조,광주,북구,엠마우스복지관생활체조교실(2부)-장지원지도자,지적장애,매주 금14:00~15:00,,20210305~20210326,20210319~20211231
"기타",기타,광주,광산구,운남초등학교뉴스포츠교실-김군지도자,지적장애,매주 금 9:40~11:10,,20210101~20210415,20210416~20211231
"기타",풋살,세종,,2021년 장애인 생활체육 풋살교실,지적장애,매주 금 오전 10시,,20210310~20210320,20210409~20210917
"기타",요가,세종,,2021 장애인 생활체육 요가교실,기타장애,매주 수 오전10시,,20210222~20210305,20210310~20211222
"기타",생활체조,세종,,2021 장애인 생활체육 댄스교실,기타장애,매주 목 오후1시,세종시장애인복지관에서 운영하는 생활체조 교실입니다,20210222~20210305,20210311~20211202
"기타",뉴스포츠,광주,북구,다온직업재활센터 뉴 스포츠교실-김재칠지도자,지적장애,매주 월 13:00~14:00,,20210201~20210219,20210308~20211227
"기타",뉴스포츠,광주,북구,양지초등학교 뉴 스포츠교실-김재칠지도자,지적장애,매주 화 09:00~10:30,,20210201~20210219,20210316~20211228
"기타",뉴스포츠,광주,북구,다원주간보호센터 뉴 스포츠교실-김재칠지도자,지적장애,매주 수 10:00~11:30,,20210201~20210219,20210324~20211229
"기타",뉴스포츠,광주,북구,한울초등학교 뉴 스포츠교실-김재칠지도자,지적장애,매주 금 09:30~10:30,,20210201~20210219,20210326~20211231
"기타",뉴스포츠,광주,북구,동운초교 뉴스포츠교실-김영란 지도자,지적장애,매주 월 10:30~11:30,초등학교 장애학생을 대상으로한  뉴스포츠교실,20210201~20210302,20210302~20211227
"기타",뉴스포츠,광주,북구,정신건강복지센터 뉴 스포츠교실-김재칠지도자,기타장애,매주 금 11:00~12:00,,20210201~20210219,20210305~20211231
